"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1105,"Hylemya variata","2019-07-26","Bickerton Hill","SJ503530","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708516""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Car park""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1106,"Hylemya vagans","2019-07-26","Bickerton Hill","SJ503530","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708515""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Car park""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1108,"Botanophila fugax","2019-07-26","Bickerton Hill","SJ503530","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708513""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Car park""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1119,"Hylemya vagans","2019-07-26","Bickerton Hill","SJ502531","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708502""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1131,"Hylemya vagans","2019-07-26","Bickerton Hill","SJ501533","2","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708490""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1182,"Botanophila fugax","2019-07-03","Hale Duck Decoy","SJ478827","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708439""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Field with mayweed""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1201,"Hylemya vagans","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708420""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Varied grassland""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1224,"Hylemya variata","2019-08-30","Burton Marsh","SJ301738","1","Adult female","Trapped (netted)","Phil Brighton","Phil Brighton","[iRecord Key: ""iBRC12708397""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Woodland edge""] [Verifier: ""Brighton, Phil""] [Verified on: ""11/02/2020""] ","Unable to verify","Verified by Brighton, Phil 11/02/2020"
"Duplicate","[Duplicate: ""1664""]",1685,"Erithacus rubecula","2004-02-19","Delamere Forest","SJ5371","","","Field record","Dave Higginson-Tranter","Dave Higginson-Tranter","[iRecord Key: ""iBRC12704553""] [Source: ""iRecord | iRecord general data""] [Recorder certainty: ""Certain""] ","Requires Confirmation",""
"Gridref","[Gridref: ""SJ78""]",1742,"Aeshna mixta","2019-10-16","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697902""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1743,"Sympetrum striolatum","2019-10-16","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697901""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1744,"Enallagma cyathigerum","2019-10-16","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697900""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1754,"Aeshna mixta","2019-10-04","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697563""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1755,"Aeshna grandis","2019-10-04","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697562""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1758,"Aeshna mixta","2019-09-25","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697254""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1759,"Aeshna mixta","2019-09-20","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697080""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1760,"Sympetrum striolatum","2019-09-20","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697079""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1761,"Aeshna grandis","2019-09-20","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12697078""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1766,"Aeshna cyanea","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696798""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1767,"Sympetrum sanguineum","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696797""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1768,"Aeshna mixta","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696796""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1769,"Lestes sponsa","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696795""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1770,"Sympetrum striolatum","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696794""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1771,"Aeshna grandis","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696793""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1772,"Ischnura elegans","2019-09-14","Dunham Massey NT","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696792""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1775,"Aeshna mixta","2019-09-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696753""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1776,"Sympetrum striolatum","2019-09-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696752""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1777,"Enallagma cyathigerum","2019-09-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696751""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ67""]",1784,"Aeshna mixta","2019-09-10","Marbury (SJ67 N)","SJ67","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696672""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ67 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1789,"Aeshna mixta","2019-09-05","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696540""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1790,"Enallagma cyathigerum","2019-09-05","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696539""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1791,"Aeshna grandis","2019-09-05","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696538""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ67""]",1792,"Aeshna mixta","2019-09-03","Marbury (SJ67 N)","SJ67","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696429""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ67 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1796,"Sympetrum sanguineum","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696024""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1797,"Aeshna mixta","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696023""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1798,"Sympetrum striolatum","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696022""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1799,"Enallagma cyathigerum","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696021""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1800,"Aeshna grandis","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696020""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1801,"Ischnura elegans","2019-08-27","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12696019""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1808,"Ceriagrion tenellum","2019-08-23","Moreton","SJ2590","","","Sighting","Steven Heywood","","[iRecord Key: ""iBRC12695602""] [Source: ""iRecord | DRN dragonfly imports""] [Verifier: ""Roberts, John""] [Verified on: ""16/02/2020""] ","Unable to verify","Verified by Roberts, John 16/02/2020"
"Gridref","[Gridref: ""SJ78""]",1809,"Aeshna cyanea","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695582""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1810,"Sympetrum sanguineum","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695581""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1811,"Aeshna mixta","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695580""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1812,"Sympetrum striolatum","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695579""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1813,"Enallagma cyathigerum","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695578""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1814,"Aeshna grandis","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695577""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1815,"Ischnura elegans","2019-08-23","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695576""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ47""]",1832,"Sympetrum sanguineum","2019-08-17","Frodsham Marsh","SJ47","","","Sighting","Alyn Chambers","","[iRecord Key: ""iBRC12695149""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ47 / (unspecified)""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ47""]",1833,"Aeshna mixta","2019-08-17","Frodsham Marsh","SJ47","","","Sighting","Alyn Chambers","","[iRecord Key: ""iBRC12695148""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ47 / (unspecified)""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1834,"Aeshna grandis","2019-08-15","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12695044""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1835,"Enallagma cyathigerum","2019-08-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12694921""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1836,"Sympetrum striolatum","2019-08-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12694920""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
"Gridref","[Gridref: ""SJ78""]",1837,"Orthetrum cancellatum","2019-08-13","Rostherne Mere NNR","SJ78","","","Sighting","Sheelagh Halsey","","[iRecord Key: ""iBRC12694919""] [Source: ""iRecord | DRN dragonfly imports""] [Comment: ""Original map ref / precision: SJ78 / 10000""] [Verifier: ""Meredith, Chris""] [Verified on: ""31/01/2020""] ","Considered correct","Verified by Meredith, Chris 31/01/2020"
