"Status type","Status note","Key","Scientific or Common Name","Date","Location","Grid Reference","Abundance","Sex/Stage","Record Type","Observer","Determiner","Comments","Determination Type","Determination Comment"
"Cloned","[Count of sex or stage: ""1m, 3f""; Sex: ""mixed""; Stage: ""adult""]",9,"Zyginidia scutellaris","2019-02-26","Culcheth","SJ642953","3","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712765""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""11-acre LNR""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",10,"Zygina flammigera","2019-04-06","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712762""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",10,"Zygina flammigera","2019-04-06","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712762""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",11,"Zygina angusta","2019-04-12","Barnton","SJ641749","3","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712760""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""River bank""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 3f""; Sex: ""mixed""; Stage: ""adult""]",12,"Zygina angusta","2019-04-06","Croft, garden","SJ637932","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712759""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 3f""; Sex: ""mixed""; Stage: ""adult""]",12,"Zygina angusta","2019-04-06","Croft, garden","SJ637932","3","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712759""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",13,"Zygina angusta","2019-03-20","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712758""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",14,"Thamnotettix confinis","2019-05-22","Oakhanger Moss","SJ768551","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712756""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Basin mire with birch scrub""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",15,"Tachycixius pilosus","2019-05-21","Chester Zoo Nature Reserve","SJ408707","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712752""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open tree-planted area""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",16,"Tachycixius pilosus","2019-05-21","Chester Zoo Nature Reserve","SJ407708","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712751""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Fen""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",17,"Streptanus sordidus","2019-07-03","Hale Duck Decoy","SJ479826","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712736""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Checked against leQuesne collection at Liverpool Museum""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",18,"Streptanus sordidus","2019-07-03","Hale Duck Decoy","SJ477826","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712735""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Comment: ""Checked against leQuesne collection at Liverpool Museum""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",19,"Stenocranus minutus","2019-02-26","Culcheth","SJ642953","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712734""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""11-acre LNR""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",20,"Stenocranus minutus","2019-02-26","Culcheth","SJ641953","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712733""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Willow scrub""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",21,"Ribautiana tenerrima sensu lato","2019-04-06","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712708""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",22,"Populicerus confusus","2019-08-15","Bickley Hall Farm","SJ533478","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712707""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond with willow""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",23,"Philaenus spumarius","2019-08-04","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712700""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",24,"Philaenus spumarius","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712699""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond with willow""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",25,"Philaenus spumarius","2019-08-15","Cholmondeley Estate","SJ537491","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712698""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bickley Swamp""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""2m, 1f""; Sex: ""mixed""; Stage: ""adult""]",26,"Philaenus spumarius","2019-08-15","Bickley Hall Farm","SJ532480","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712697""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Flowery field margin""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""2m, 1f""; Sex: ""mixed""; Stage: ""adult""]",26,"Philaenus spumarius","2019-08-15","Bickley Hall Farm","SJ532480","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712697""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Flowery field margin""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",27,"Philaenus spumarius","2019-08-15","Bickley Hall Farm","SJ525480","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712696""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Pond margin""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",28,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ502531","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712695""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Recently restored heath""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",29,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ501533","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712694""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & Bilberry""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",30,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ500530","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712693""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken & low birch""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""2m, 2f""; Sex: ""mixed""; Stage: ""adult""]",31,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ499528","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712692""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""2m, 2f""; Sex: ""mixed""; Stage: ""adult""]",31,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ499528","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712692""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Bracken around lone oak""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",32,"Philaenus spumarius","2019-07-26","Bickerton Hill","SJ494528","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712691""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Heather & bilberry""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",33,"Philaenus spumarius","2019-07-03","Hale Duck Decoy","SJ479826","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712690""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",34,"Philaenus spumarius","2019-07-03","Hale Duck Decoy","SJ478827","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712689""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Field with mayweed""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",35,"Philaenus spumarius","2019-08-30","Burton Marsh","SJ300738","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712688""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""adult""]",36,"Oncopsis flavicollis","2019-05-22","Brookhouse Moss","SJ805619","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712663""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 2f""; Sex: ""mixed""; Stage: ""adult""]",36,"Oncopsis flavicollis","2019-05-22","Brookhouse Moss","SJ805619","2","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712663""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wet woodland""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",37,"Oncopsis flavicollis","2019-05-22","Oakhanger Moss","SJ768551","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712662""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Basin mire with birch scrub""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",38,"Oncopsis flavicollis","2019-07-26","Bickerton Hill","SJ494526","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712661""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Oak scrub & bracken""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""5m, 4f""; Sex: ""mixed""; Stage: ""adult""]",39,"Oncopsis flavicollis","2019-05-21","Chester Zoo Nature Reserve","SJ408707","5","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712660""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open tree-planted area""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""5m, 4f""; Sex: ""mixed""; Stage: ""adult""]",39,"Oncopsis flavicollis","2019-05-21","Chester Zoo Nature Reserve","SJ408707","4","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712660""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Open tree-planted area""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",40,"Oncopsis alni","2019-08-30","Burton Marsh","SJ301738","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712658""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland edge""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",41,"Nothodelphax distincta","2019-05-22","Brookhouse Moss","SJ805618","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712655""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Basin mire with birch scrub""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",42,"Neophilaenus lineatus","2019-08-15","Bickley Hall Farm","SJ531480","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712651""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Rushy pasture""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",43,"Neophilaenus lineatus","2019-08-15","Bickley Hall Farm","SJ526480","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712650""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Scrub (oak, hazel, alder, ash)""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",44,"Neophilaenus lineatus","2019-08-30","Burton Marsh","SJ301745","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712649""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt-marsh""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",45,"Neophilaenus lineatus","2019-08-30","Denhall Quay","SJ290759","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712648""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh inner edge""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",46,"Neophilaenus lineatus","2019-08-30","Denhall Quay","SJ287759","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712647""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",46,"Neophilaenus lineatus","2019-08-30","Denhall Quay","SJ287759","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712647""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",47,"Neophilaenus lineatus","2019-08-30","Denhall Quay","SJ286759","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712646""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Salt marsh with sea aster""] [Verifier: ""Alan Stewart""] [Verified on: ""17/02/2020""] ","Considered correct","Verified by  Alan Stewart 17/02/2020"
"","",48,"Macustus grisescens","2019-06-03","Bickley Hall Farm","SJ526480","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712629""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Rough herbage & scrub""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",49,"Macrosteles sexnotatus","2019-06-03","Bickley Hall Farm","SJ527481","2","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712624""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Uncertain""] [Sample Comment: ""Hay meadow""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",50,"Linnavuoriana decempunctata","2019-04-06","Croft, garden","SJ637932","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712618""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Wadeson Way""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"","",51,"Kybos","2019-07-26","Bickerton Hill","SJ503530","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712617""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Woodland edge.   Specimen retained - requires dissection for ID to species""] [Verifier: ""Alan Stewart""] [Verified on: ""27/02/2020""] ","Considered correct","Verified by  Alan Stewart 27/02/2020"
"","",52,"Kybos strigilifer","2019-08-15","Bickley Hall Farm","SJ526480","1","Adult female","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712614""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Likely""] [Sample Comment: ""Scrub (oak, hazel, alder, ash)""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
"Cloned","[Count of sex or stage: ""1m, 1f""; Sex: ""mixed""; Stage: ""adult""]",53,"Idiocerus lituratus","2019-08-15","Bickley Hall Farm","SJ533478","1","Adult male","Trapped (netted)"," Phil Brighton"," Phil Brighton","[iRecord Key: ""iBRC12712608""] [Source: ""iRecord | iRecord Import""] [Recorder certainty: ""Certain""] [Sample Comment: ""Marshy pond with willow""] [Verifier: ""Alan Stewart""] [Verified on: ""23/02/2020""] ","Considered correct","Verified by  Alan Stewart 23/02/2020"
