"Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
11,"12712762","iBRC12712762","","iRecord | iRecord Import","Species","Zygina flammigera","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705972","Croft, garden","SJ637932","53.4347756238406","-2.54710466662511","OSGB","100","SJ637932","OSGB","","59","South Lancashire","06/04/2019","2019-04-06","2019-04-06","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 1f","false","","Wadeson Way","","31/01/2020 17:34","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
12,"12712760","iBRC12712760","","iRecord | iRecord Import","Species","Zygina angusta","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705971","Barnton","SJ641749","53.2703184720119","-2.53900409981113","OSGB","100","SJ641749","OSGB","","58","Cheshire","12/04/2019","2019-04-12","2019-04-12","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","3","false","","River bank","","31/01/2020 17:34","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
13,"12712759","iBRC12712759","","iRecord | iRecord Import","Species","Zygina angusta","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705971","Croft, garden","SJ637932","53.4347756238406","-2.54710466662511","OSGB","100","SJ637932","OSGB","","59","South Lancashire","06/04/2019","2019-04-06","2019-04-06","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 3f","false","","Wadeson Way","","31/01/2020 17:34","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
14,"12712758","iBRC12712758","","iRecord | iRecord Import","Species","Zygina angusta","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705971","Croft, garden","SJ637932","53.4347756238406","-2.54710466662511","OSGB","100","SJ637932","OSGB","","59","South Lancashire","20/03/2019","2019-03-20","2019-03-20","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","1","false","","Wadeson Way","","31/01/2020 17:34","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
15,"12712756","iBRC12712756","","iRecord | iRecord Import","Species","Thamnotettix confinis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NBNSYS0000010569","Oakhanger Moss","SJ768551","53.0930508726635","-2.34714076687523","OSGB","100","SJ768551","OSGB","","58","Cheshire","22/05/2019","2019-05-22","2019-05-22","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Basin mire with birch scrub","","31/01/2020 17:34","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Passed checks"
16,"12712752","iBRC12712752","","iRecord | iRecord Import","Species","Tachycixius pilosus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cixiidae","NHMSYS0020705926","Chester Zoo Nature Reserve","SJ408707","53.2304786165015","-2.88755170649871","OSGB","100","SJ408707","OSGB","","58","Cheshire","21/05/2019","2019-05-21","2019-05-21","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Open tree-planted area","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
17,"12712751","iBRC12712751","","iRecord | iRecord Import","Species","Tachycixius pilosus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cixiidae","NHMSYS0020705926","Chester Zoo Nature Reserve","SJ407708","53.231366223185","-2.88906817938564","OSGB","100","SJ407708","OSGB","","58","Cheshire","21/05/2019","2019-05-21","2019-05-21","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Fen","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
18,"12712736","iBRC12712736","","iRecord | iRecord Import","Species","Streptanus sordidus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705914","Hale Duck Decoy","SJ479826","53.3381792426763","-2.78315595688558","OSGB","100","SJ479826","OSGB","","59","South Lancashire","03/07/2019","2019-07-03","2019-07-03","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","Checked against leQuesne collection at Liverpool Museum","","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
19,"12712735","iBRC12712735","","iRecord | iRecord Import","Species","Streptanus sordidus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705914","Hale Duck Decoy","SJ477826","53.3381594875141","-2.78615927284386","OSGB","100","SJ477826","OSGB","","59","South Lancashire","03/07/2019","2019-07-03","2019-07-03","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","2","false","Checked against leQuesne collection at Liverpool Museum","","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
20,"12712734","iBRC12712734","","iRecord | iRecord Import","Species","Stenocranus minutus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Delphacidae","NHMSYS0020705906","Culcheth","SJ642953","53.4536848605903","-2.53981832589036","OSGB","100","SJ642953","OSGB","","59","South Lancashire","26/02/2019","2019-02-26","2019-02-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","11-acre LNR","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
21,"12712733","iBRC12712733","","iRecord | iRecord Import","Species","Stenocranus minutus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Delphacidae","NHMSYS0020705906","Culcheth","SJ641953","53.4536780444569","-2.54132412975266","OSGB","100","SJ641953","OSGB","","59","South Lancashire","26/02/2019","2019-02-26","2019-02-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Willow scrub","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
22,"12712708","iBRC12712708","","iRecord | iRecord Import","Species","Ribautiana tenerrima sensu lato","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020924681","Croft, garden","SJ637932","53.4347756238406","-2.54710466662511","OSGB","100","SJ637932","OSGB","","59","South Lancashire","06/04/2019","2019-04-06","2019-04-06","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","1","false","","Wadeson Way","","31/01/2020 17:33","22/01/2021 20:51","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Passed checks"
23,"12712707","iBRC12712707","","iRecord | iRecord Import","Species","Populicerus confusus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705632","Bickley Hall Farm","SJ533478","53.0258941357965","-2.69697384828933","OSGB","100","SJ533478","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","2","false","","Marshy pond with willow","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Passed checks"
24,"12712700","iBRC12712700","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Croft, garden","SJ637932","53.4347756238406","-2.54710466662511","OSGB","100","SJ637932","OSGB","","59","South Lancashire","04/08/2019","2019-08-04","2019-08-04","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Wadeson Way","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
25,"12712699","iBRC12712699","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickley Hall Farm","SJ533478","53.0258941357965","-2.69697384828933","OSGB","100","SJ533478","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Marshy pond with willow","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
26,"12712698","iBRC12712698","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Cholmondeley Estate","SJ537491","53.0376139414776","-2.69119744138499","OSGB","100","SJ537491","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bickley Swamp","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
27,"12712697","iBRC12712697","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickley Hall Farm","SJ532480","53.0276830784264","-2.69849372040649","OSGB","100","SJ532480","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","2m, 1f","false","","Flowery field margin","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
28,"12712696","iBRC12712696","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickley Hall Farm","SJ525480","53.0276213132666","-2.70892987151703","OSGB","100","SJ525480","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","2","false","","Pond margin","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
29,"12712695","iBRC12712695","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Recently restored heath","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
30,"12712694","iBRC12712694","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Bracken & Bilberry","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
31,"12712693","iBRC12712693","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickerton Hill","SJ500530","53.0723348705377","-2.7469784831928","OSGB","100","SJ500530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Bracken & low birch","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
32,"12712692","iBRC12712692","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickerton Hill","SJ499528","53.0705278323755","-2.74843970949849","OSGB","100","SJ499528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","2m, 2f","false","","Bracken around lone oak","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
33,"12712691","iBRC12712691","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Bickerton Hill","SJ494528","53.0704806514783","-2.75590142024734","OSGB","100","SJ494528","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Heather & bilberry","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
34,"12712690","iBRC12712690","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Hale Duck Decoy","SJ479826","53.3381792426763","-2.78315595688558","OSGB","100","SJ479826","OSGB","","59","South Lancashire","03/07/2019","2019-07-03","2019-07-03","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
35,"12712689","iBRC12712689","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Hale Duck Decoy","SJ478827","53.3390681551175","-2.78467411894204","OSGB","100","SJ478827","OSGB","","59","South Lancashire","03/07/2019","2019-07-03","2019-07-03","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","2","false","","Field with mayweed","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
36,"12712688","iBRC12712688","","iRecord | iRecord Import","Species","Philaenus spumarius","Cuckoo-Spit Insect","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705811","Burton Marsh","SJ300738","53.2570245048595","-3.04999507372148","OSGB","100","SJ300738","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Wet woodland","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
37,"12712663","iBRC12712663","","iRecord | iRecord Import","Species","Oncopsis flavicollis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705778","Brookhouse Moss","SJ805619","53.1543235425511","-2.29230600943861","OSGB","100","SJ805619","OSGB","","58","Cheshire","22/05/2019","2019-05-22","2019-05-22","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 2f","false","","Wet woodland","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
38,"12712662","iBRC12712662","","iRecord | iRecord Import","Species","Oncopsis flavicollis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705778","Oakhanger Moss","SJ768551","53.0930508726635","-2.34714076687523","OSGB","100","SJ768551","OSGB","","58","Cheshire","22/05/2019","2019-05-22","2019-05-22","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Basin mire with birch scrub","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
39,"12712661","iBRC12712661","","iRecord | iRecord Import","Species","Oncopsis flavicollis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705778","Bickerton Hill","SJ494526","53.0686829964687","-2.75586993244825","OSGB","100","SJ494526","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Oak scrub & bracken","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
40,"12712660","iBRC12712660","","iRecord | iRecord Import","Species","Oncopsis flavicollis","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705778","Chester Zoo Nature Reserve","SJ408707","53.2304786165015","-2.88755170649871","OSGB","100","SJ408707","OSGB","","58","Cheshire","21/05/2019","2019-05-21","2019-05-21","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","5m, 4f","false","","Open tree-planted area","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
41,"12712658","iBRC12712658","","iRecord | iRecord Import","Species","Oncopsis alni","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Cicadellidae","NHMSYS0020705775","Burton Marsh","SJ301738","53.2570376979848","-3.04849636981554","OSGB","100","SJ301738","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Woodland edge","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Failed checks"
42,"12712655","iBRC12712655","","iRecord | iRecord Import","Species","Nothodelphax distincta","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Delphacidae","NHMSYS0021123051","Brookhouse Moss","SJ805618","53.1534246612419","-2.29229989905164","OSGB","100","SJ805618","OSGB","","58","Cheshire","22/05/2019","2019-05-22","2019-05-22","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Basin mire with birch scrub","","31/01/2020 17:33","23/02/2020 17:21","Accepted","Considered correct","","Stewart, Alan","23/02/2020 17:21","","Passed checks"
43,"12712651","iBRC12712651","","iRecord | iRecord Import","Species","Neophilaenus lineatus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705767","Bickley Hall Farm","SJ531480","53.0276743108862","-2.69998460147646","OSGB","100","SJ531480","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Rushy pasture","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
44,"12712650","iBRC12712650","","iRecord | iRecord Import","Species","Neophilaenus lineatus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705767","Bickley Hall Farm","SJ526480","53.0276301929148","-2.70743899513511","OSGB","100","SJ526480","OSGB","","58","Cheshire","15/08/2019","2019-08-15","2019-08-15","D","Net","Brighton, Phil","Brighton, Phil","Certain","male","Adult","1","false","","Scrub (oak, hazel, alder, ash)","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
45,"12712649","iBRC12712649","","iRecord | iRecord Import","Species","Neophilaenus lineatus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705767","Burton Marsh","SJ301745","53.2633287811264","-3.04865029352068","OSGB","100","SJ301745","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Salt-marsh","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
46,"12712648","iBRC12712648","","iRecord | iRecord Import","Species","Neophilaenus lineatus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705767","Denhall Quay","SJ290759","53.2757646662523","-3.06545125020135","OSGB","100","SJ290759","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Certain","female","Adult","1","false","","Salt marsh inner edge","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
47,"12712647","iBRC12712647","","iRecord | iRecord Import","Species","Neophilaenus lineatus","","insect - true bug (Hemiptera)","Animalia","Hemiptera","Aphrophoridae","NHMSYS0020705767","Denhall Quay","SJ287759","53.2757243813015","-3.06994929851548","OSGB","100","SJ287759","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Certain","mixed","Adult","1m, 1f","false","","Salt marsh with sea aster","","31/01/2020 17:33","17/02/2020 07:23","Accepted","Considered correct","","Stewart, Alan","17/02/2020 07:23","","Passed checks"
