"Status type","Status note","Key","ID","RecordKey","External key","Source","Rank","Taxon","Common name","Taxon group","Kingdom","Order","Family","TaxonVersionKey","Site name","Original map ref","Latitude","Longitude","Projection (input)","Precision","Output map ref","Projection (output)","Biotope","VC number","Vice County","Date interpreted","Date from","Date to","Date type","Sample method","Recorder","Determiner","Recorder certainty","Sex","Stage","Count of sex or stage","Zero abundance","Comment","Sample comment","Images","Input on date","Last edited on date","Verification status 1","Verification status 2","Query","Verifier","Verified on","Licence","Automated checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1104,"12708516","iBRC12708516","","iRecord | iRecord Import","Species","Hylemya variata","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030569","Bickerton Hill","SJ503530","53.0723629001991","-2.7425012578365","OSGB","100","SJ503530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","2","false","","Car park","","31/01/2020 09:14","11/02/2020 18:07","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:07","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1105,"12708515","iBRC12708515","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ503530","53.0723629001991","-2.7425012578365","OSGB","100","SJ503530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Car park","","31/01/2020 09:14","11/02/2020 18:07","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:07","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1107,"12708513","iBRC12708513","","iRecord | iRecord Import","Species","Botanophila fugax","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100002042","Bickerton Hill","SJ503530","53.0723629001991","-2.7425012578365","OSGB","100","SJ503530","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","1","false","","Car park","","31/01/2020 09:14","11/02/2020 18:07","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:07","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1118,"12708502","iBRC12708502","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ502531","53.0732524051514","-2.74400916539803","OSGB","100","SJ502531","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Recently restored heath","","31/01/2020 09:14","11/02/2020 18:08","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:08","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1130,"12708490","iBRC12708490","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Bickerton Hill","SJ501533","53.0750407195183","-2.74553266611367","OSGB","100","SJ501533","OSGB","","58","Cheshire","26/07/2019","2019-07-26","2019-07-26","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","2","false","","Bracken & Bilberry","","31/01/2020 09:13","11/02/2020 18:09","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:09","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1181,"12708439","iBRC12708439","","iRecord | iRecord Import","Species","Botanophila fugax","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100002042","Hale Duck Decoy","SJ478827","53.3390681551175","-2.78467411894204","OSGB","100","SJ478827","OSGB","","59","South Lancashire","03/07/2019","2019-07-03","2019-07-03","D","Net","Brighton, Phil","Brighton, Phil","Likely","female","Adult","1","false","","Field with mayweed","","31/01/2020 09:13","11/02/2020 18:17","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:17","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1200,"12708420","iBRC12708420","","iRecord | iRecord Import","Species","Hylemya vagans","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0100025219","Chester Zoo Nature Reserve","SJ407708","53.231366223185","-2.88906817938564","OSGB","100","SJ407708","OSGB","","58","Cheshire","21/05/2019","2019-05-21","2019-05-21","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Varied grassland","","31/01/2020 09:13","11/02/2020 18:18","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:18","","Passed checks"
"Verification","[Verification 1: ""rejected""; Verification 2: ""unable to verify""]",1223,"12708397","iBRC12708397","","iRecord | iRecord Import","Species","Hylemya variata","","insect - true fly (Diptera)","Animalia","Diptera","Anthomyiidae","NBNSYS0000030569","Burton Marsh","SJ301738","53.2570376979848","-3.04849636981554","OSGB","100","SJ301738","OSGB","","58","Cheshire","30/08/2019","2019-08-30","2019-08-30","D","Net","Brighton, Phil","Brighton, Phil","Uncertain","female","Adult","1","false","","Woodland edge","","31/01/2020 09:13","11/02/2020 18:20","Rejected","Unable to verify","","Brighton, Phil","11/02/2020 18:20","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1741,"12697902","iBRC12697902","OBS274369013","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","16/10/2019","2019-10-16","2019-10-16","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:25","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1742,"12697901","iBRC12697901","OBS274369012","iRecord | DRN dragonfly imports","Species","Sympetrum striolatum","Common Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005645","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","16/10/2019","2019-10-16","2019-10-16","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:25","08/02/2021 11:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:05","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1743,"12697900","iBRC12697900","OBS274369011","iRecord | DRN dragonfly imports","Species","Enallagma cyathigerum","Common Blue Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NBNSYS0000005602","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","16/10/2019","2019-10-16","2019-10-16","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:25","31/01/2020 19:58","Accepted","Considered correct","","Meredith, Chris","31/01/2020 19:58","","Failed checks"
"Gridref","[Gridref: ""SJ78""]",1753,"12697563","iBRC12697563","OBS274021519","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","04/10/2019","2019-10-04","2019-10-04","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:24","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1754,"12697562","iBRC12697562","OBS274021518","iRecord | DRN dragonfly imports","Species","Aeshna grandis","Brown Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005625","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","04/10/2019","2019-10-04","2019-10-04","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:24","31/01/2020 20:03","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:03","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1757,"12697254","iBRC12697254","OBS273666044","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","25/09/2019","2019-09-25","2019-09-25","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:23","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1758,"12697080","iBRC12697080","OBS273517422","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","20/09/2019","2019-09-20","2019-09-20","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:23","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1759,"12697079","iBRC12697079","OBS273517421","iRecord | DRN dragonfly imports","Species","Sympetrum striolatum","Common Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005645","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","20/09/2019","2019-09-20","2019-09-20","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:23","08/02/2021 11:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:05","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1760,"12697078","iBRC12697078","OBS273517420","iRecord | DRN dragonfly imports","Species","Aeshna grandis","Brown Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005625","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","20/09/2019","2019-09-20","2019-09-20","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:23","31/01/2020 20:03","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:03","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1765,"12696798","iBRC12696798","OBS273349948","iRecord | DRN dragonfly imports","Species","Aeshna cyanea","Southern Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005626","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 19:48","Accepted","Considered correct","","Meredith, Chris","31/01/2020 19:48","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1766,"12696797","iBRC12696797","OBS273349947","iRecord | DRN dragonfly imports","Species","Sympetrum sanguineum","Ruddy Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005650","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 19:48","Accepted","Considered correct","","Meredith, Chris","31/01/2020 19:48","","Failed checks"
"Gridref","[Gridref: ""SJ78""]",1767,"12696796","iBRC12696796","OBS273349946","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 19:48","Accepted","Considered correct","","Meredith, Chris","31/01/2020 19:48","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1768,"12696795","iBRC12696795","OBS273349945","iRecord | DRN dragonfly imports","Species","Lestes sponsa","Emerald Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Lestidae","NBNSYS0000005613","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 19:58","Accepted","Considered correct","","Meredith, Chris","31/01/2020 19:58","","Failed checks"
"Gridref","[Gridref: ""SJ78""]",1769,"12696794","iBRC12696794","OBS273349944","iRecord | DRN dragonfly imports","Species","Sympetrum striolatum","Common Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005645","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","08/02/2021 11:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:05","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1770,"12696793","iBRC12696793","OBS273349943","iRecord | DRN dragonfly imports","Species","Aeshna grandis","Brown Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005625","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 20:03","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:03","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1771,"12696792","iBRC12696792","OBS273349942","iRecord | DRN dragonfly imports","Species","Ischnura elegans","Blue-tailed Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NHMSYS0000344179","Dunham Massey NT","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","14/09/2019","2019-09-14","2019-09-14","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 20:04","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:04","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1774,"12696753","iBRC12696753","OBS273332024","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","13/09/2019","2019-09-13","2019-09-13","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1775,"12696752","iBRC12696752","OBS273332023","iRecord | DRN dragonfly imports","Species","Sympetrum striolatum","Common Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005645","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","13/09/2019","2019-09-13","2019-09-13","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","08/02/2021 11:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:05","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1776,"12696751","iBRC12696751","OBS273332022","iRecord | DRN dragonfly imports","Species","Enallagma cyathigerum","Common Blue Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NBNSYS0000005602","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","13/09/2019","2019-09-13","2019-09-13","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:22","31/01/2020 20:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:15","","Failed checks"
"Gridref","[Gridref: ""SJ67""]",1783,"12696672","iBRC12696672","OBS273272756","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Marbury (SJ67 N)","SJ67","53.2708404393474","-2.52626498551632","OSGB","10000","SJ67","OSGB","","58","Cheshire","10/09/2019","2019-09-10","2019-09-10","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ67 / 10000","","","28/01/2020 21:21","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1788,"12696540","iBRC12696540","OBS273136991","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","05/09/2019","2019-09-05","2019-09-05","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:21","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1789,"12696539","iBRC12696539","OBS273136990","iRecord | DRN dragonfly imports","Species","Enallagma cyathigerum","Common Blue Damselfly","insect - dragonfly (Odonata)","Animalia","Odonata","Coenagrionidae","NBNSYS0000005602","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","05/09/2019","2019-09-05","2019-09-05","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:21","31/01/2020 20:15","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:15","","Failed checks"
"Gridref","[Gridref: ""SJ78""]",1790,"12696538","iBRC12696538","OBS273136989","iRecord | DRN dragonfly imports","Species","Aeshna grandis","Brown Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005625","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","05/09/2019","2019-09-05","2019-09-05","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:21","31/01/2020 20:03","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:03","","Passed checks"
"Gridref","[Gridref: ""SJ67""]",1791,"12696429","iBRC12696429","OBS273079263","iRecord | DRN dragonfly imports","Species","Aeshna mixta","Migrant Hawker","insect - dragonfly (Odonata)","Animalia","Odonata","Aeshnidae","NBNSYS0000005627","Marbury (SJ67 N)","SJ67","53.2708404393474","-2.52626498551632","OSGB","10000","SJ67","OSGB","","58","Cheshire","03/09/2019","2019-09-03","2019-09-03","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ67 / 10000","","","28/01/2020 21:21","31/01/2020 20:08","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:08","","Passed checks"
"Gridref","[Gridref: ""SJ78""]",1795,"12696024","iBRC12696024","OBS272795812","iRecord | DRN dragonfly imports","Species","Sympetrum sanguineum","Ruddy Darter","insect - dragonfly (Odonata)","Animalia","Odonata","Libellulidae","NBNSYS0000005650","Rostherne Mere NNR","SJ78","53.3612931531015","-2.37711688083342","OSGB","10000","SJ78","OSGB","","58","Cheshire","27/08/2019","2019-08-27","2019-08-27","D","Field Observation","Sheelagh Halsey","","","","","","false","Original map ref / precision: SJ78 / 10000","","","28/01/2020 21:19","31/01/2020 20:18","Accepted","Considered correct","","Meredith, Chris","31/01/2020 20:18","","Failed checks"
